"error","ranef","alpha","var.settings","variable","prop.reject","nortest","random.effect","rotation","s"
"norm","exp",0.05,"sige1_sigb2","AD.b0",0.229,"AD","b0","Rotated",55
"norm","exp",0.1,"sige1_sigb2","AD.b0",0.312,"AD","b0","Rotated",55
"norm","norm",0.05,"sige1_sigb2","AD.b0",0.05,"AD","b0","Rotated",55
"norm","norm",0.1,"sige1_sigb2","AD.b0",0.104,"AD","b0","Rotated",55
"norm","t",0.05,"sige1_sigb2","AD.b0",0.266,"AD","b0","Rotated",55
"norm","t",0.1,"sige1_sigb2","AD.b0",0.328,"AD","b0","Rotated",55
"t","exp",0.05,"sige1_sigb2","AD.b0",0.229,"AD","b0","Rotated",55
"t","exp",0.1,"sige1_sigb2","AD.b0",0.326,"AD","b0","Rotated",55
"t","norm",0.05,"sige1_sigb2","AD.b0",0.066,"AD","b0","Rotated",55
"t","norm",0.1,"sige1_sigb2","AD.b0",0.128,"AD","b0","Rotated",55
"t","t",0.05,"sige1_sigb2","AD.b0",0.284,"AD","b0","Rotated",55
"t","t",0.1,"sige1_sigb2","AD.b0",0.366,"AD","b0","Rotated",55
"exp","exp",0.05,"sige2_sigb1","AD.b0",0.134,"AD","b0","Rotated",58
"exp","exp",0.1,"sige2_sigb1","AD.b0",0.19,"AD","b0","Rotated",58
"exp","norm",0.05,"sige2_sigb1","AD.b0",0.051,"AD","b0","Rotated",58
"exp","norm",0.1,"sige2_sigb1","AD.b0",0.096,"AD","b0","Rotated",58
"exp","t",0.05,"sige2_sigb1","AD.b0",0.155,"AD","b0","Rotated",58
"exp","t",0.1,"sige2_sigb1","AD.b0",0.209,"AD","b0","Rotated",58
"norm","exp",0.05,"sige2_sigb1","AD.b0",0.096,"AD","b0","Rotated",58
"norm","exp",0.1,"sige2_sigb1","AD.b0",0.169,"AD","b0","Rotated",58
"norm","norm",0.05,"sige2_sigb1","AD.b0",0.044,"AD","b0","Rotated",58
"norm","norm",0.1,"sige2_sigb1","AD.b0",0.099,"AD","b0","Rotated",58
"norm","t",0.05,"sige2_sigb1","AD.b0",0.139,"AD","b0","Rotated",58
"norm","t",0.1,"sige2_sigb1","AD.b0",0.202,"AD","b0","Rotated",58
"t","exp",0.05,"sige2_sigb1","AD.b0",0.126,"AD","b0","Rotated",58
"t","exp",0.1,"sige2_sigb1","AD.b0",0.216,"AD","b0","Rotated",58
"t","norm",0.05,"sige2_sigb1","AD.b0",0.075,"AD","b0","Rotated",58
"t","norm",0.1,"sige2_sigb1","AD.b0",0.131,"AD","b0","Rotated",58
"t","t",0.05,"sige2_sigb1","AD.b0",0.19,"AD","b0","Rotated",58
"t","t",0.1,"sige2_sigb1","AD.b0",0.262,"AD","b0","Rotated",58
"exp","exp",0.05,"sige1_sigb1","AD.b0",0.183,"AD","b0","Rotated",58
"exp","exp",0.1,"sige1_sigb1","AD.b0",0.264,"AD","b0","Rotated",58
"exp","norm",0.05,"sige1_sigb1","AD.b0",0.046,"AD","b0","Rotated",58
"exp","norm",0.1,"sige1_sigb1","AD.b0",0.085,"AD","b0","Rotated",58
"exp","t",0.05,"sige1_sigb1","AD.b0",0.252,"AD","b0","Rotated",58
"exp","t",0.1,"sige1_sigb1","AD.b0",0.332,"AD","b0","Rotated",58
"norm","exp",0.05,"sige1_sigb1","AD.b0",0.175,"AD","b0","Rotated",58
"norm","exp",0.1,"sige1_sigb1","AD.b0",0.262,"AD","b0","Rotated",58
"norm","norm",0.05,"sige1_sigb1","AD.b0",0.046,"AD","b0","Rotated",58
"norm","norm",0.1,"sige1_sigb1","AD.b0",0.093,"AD","b0","Rotated",58
"norm","t",0.05,"sige1_sigb1","AD.b0",0.206,"AD","b0","Rotated",58
"norm","t",0.1,"sige1_sigb1","AD.b0",0.291,"AD","b0","Rotated",58
"t","exp",0.05,"sige1_sigb1","AD.b0",0.197,"AD","b0","Rotated",58
"t","exp",0.1,"sige1_sigb1","AD.b0",0.285,"AD","b0","Rotated",58
"t","norm",0.05,"sige1_sigb1","AD.b0",0.059,"AD","b0","Rotated",58
"t","norm",0.1,"sige1_sigb1","AD.b0",0.113,"AD","b0","Rotated",58
"t","t",0.05,"sige1_sigb1","AD.b0",0.246,"AD","b0","Rotated",58
"t","t",0.1,"sige1_sigb1","AD.b0",0.318,"AD","b0","Rotated",58
"exp","exp",0.05,"sige1_sigb2","AD.b0",0.244,"AD","b0","Rotated",58
"exp","exp",0.1,"sige1_sigb2","AD.b0",0.33,"AD","b0","Rotated",58
"exp","norm",0.05,"sige1_sigb2","AD.b0",0.045,"AD","b0","Rotated",58
"exp","norm",0.1,"sige1_sigb2","AD.b0",0.104,"AD","b0","Rotated",58
"exp","t",0.05,"sige1_sigb2","AD.b0",0.284,"AD","b0","Rotated",58
"exp","t",0.1,"sige1_sigb2","AD.b0",0.368,"AD","b0","Rotated",58
"norm","exp",0.05,"sige1_sigb2","AD.b0",0.239,"AD","b0","Rotated",58
"norm","exp",0.1,"sige1_sigb2","AD.b0",0.326,"AD","b0","Rotated",58
"norm","norm",0.05,"sige1_sigb2","AD.b0",0.051,"AD","b0","Rotated",58
"norm","norm",0.1,"sige1_sigb2","AD.b0",0.102,"AD","b0","Rotated",58
"norm","t",0.05,"sige1_sigb2","AD.b0",0.276,"AD","b0","Rotated",58
"norm","t",0.1,"sige1_sigb2","AD.b0",0.342,"AD","b0","Rotated",58
"t","exp",0.05,"sige1_sigb2","AD.b0",0.256,"AD","b0","Rotated",58
"t","exp",0.1,"sige1_sigb2","AD.b0",0.333,"AD","b0","Rotated",58
"t","norm",0.05,"sige1_sigb2","AD.b0",0.063,"AD","b0","Rotated",58
"t","norm",0.1,"sige1_sigb2","AD.b0",0.121,"AD","b0","Rotated",58
"t","t",0.05,"sige1_sigb2","AD.b0",0.298,"AD","b0","Rotated",58
"t","t",0.1,"sige1_sigb2","AD.b0",0.366,"AD","b0","Rotated",58
"exp","exp",0.05,"sige2_sigb1","CVM.b0",0.101,"CVM","b0","Rotated",30
"exp","exp",0.1,"sige2_sigb1","CVM.b0",0.171,"CVM","b0","Rotated",30
"exp","norm",0.05,"sige2_sigb1","CVM.b0",0.056,"CVM","b0","Rotated",30
"exp","norm",0.1,"sige2_sigb1","CVM.b0",0.108,"CVM","b0","Rotated",30
"exp","t",0.05,"sige2_sigb1","CVM.b0",0.107,"CVM","b0","Rotated",30
"exp","t",0.1,"sige2_sigb1","CVM.b0",0.162,"CVM","b0","Rotated",30
"norm","exp",0.05,"sige2_sigb1","CVM.b0",0.091,"CVM","b0","Rotated",30
"norm","exp",0.1,"sige2_sigb1","CVM.b0",0.151,"CVM","b0","Rotated",30
"norm","norm",0.05,"sige2_sigb1","CVM.b0",0.058,"CVM","b0","Rotated",30
"norm","norm",0.1,"sige2_sigb1","CVM.b0",0.105,"CVM","b0","Rotated",30
"norm","t",0.05,"sige2_sigb1","CVM.b0",0.114,"CVM","b0","Rotated",30
"norm","t",0.1,"sige2_sigb1","CVM.b0",0.173,"CVM","b0","Rotated",30
"t","exp",0.05,"sige2_sigb1","CVM.b0",0.094,"CVM","b0","Rotated",30
"t","exp",0.1,"sige2_sigb1","CVM.b0",0.166,"CVM","b0","Rotated",30
"t","norm",0.05,"sige2_sigb1","CVM.b0",0.04,"CVM","b0","Rotated",30
"t","norm",0.1,"sige2_sigb1","CVM.b0",0.094,"CVM","b0","Rotated",30
"t","t",0.05,"sige2_sigb1","CVM.b0",0.131,"CVM","b0","Rotated",30
"t","t",0.1,"sige2_sigb1","CVM.b0",0.193,"CVM","b0","Rotated",30
"exp","exp",0.05,"sige1_sigb1","CVM.b0",0.114,"CVM","b0","Rotated",30
"exp","exp",0.1,"sige1_sigb1","CVM.b0",0.179,"CVM","b0","Rotated",30
"exp","norm",0.05,"sige1_sigb1","CVM.b0",0.044,"CVM","b0","Rotated",30
"exp","norm",0.1,"sige1_sigb1","CVM.b0",0.091,"CVM","b0","Rotated",30
"exp","t",0.05,"sige1_sigb1","CVM.b0",0.151,"CVM","b0","Rotated",30
"exp","t",0.1,"sige1_sigb1","CVM.b0",0.228,"CVM","b0","Rotated",30
"norm","exp",0.05,"sige1_sigb1","CVM.b0",0.123,"CVM","b0","Rotated",30
"norm","exp",0.1,"sige1_sigb1","CVM.b0",0.209,"CVM","b0","Rotated",30
"norm","norm",0.05,"sige1_sigb1","CVM.b0",0.045,"CVM","b0","Rotated",30
"norm","norm",0.1,"sige1_sigb1","CVM.b0",0.103,"CVM","b0","Rotated",30
"norm","t",0.05,"sige1_sigb1","CVM.b0",0.138,"CVM","b0","Rotated",30
"norm","t",0.1,"sige1_sigb1","CVM.b0",0.202,"CVM","b0","Rotated",30
"t","exp",0.05,"sige1_sigb1","CVM.b0",0.132,"CVM","b0","Rotated",30
"t","exp",0.1,"sige1_sigb1","CVM.b0",0.207,"CVM","b0","Rotated",30
"t","norm",0.05,"sige1_sigb1","CVM.b0",0.054,"CVM","b0","Rotated",30
"t","norm",0.1,"sige1_sigb1","CVM.b0",0.097,"CVM","b0","Rotated",30
"t","t",0.05,"sige1_sigb1","CVM.b0",0.155,"CVM","b0","Rotated",30
"t","t",0.1,"sige1_sigb1","CVM.b0",0.219,"CVM","b0","Rotated",30
"exp","exp",0.05,"sige1_sigb2","CVM.b0",0.144,"CVM","b0","Rotated",30
"exp","exp",0.1,"sige1_sigb2","CVM.b0",0.225,"CVM","b0","Rotated",30
"exp","norm",0.05,"sige1_sigb2","CVM.b0",0.049,"CVM","b0","Rotated",30
"exp","norm",0.1,"sige1_sigb2","CVM.b0",0.089,"CVM","b0","Rotated",30
"exp","t",0.05,"sige1_sigb2","CVM.b0",0.156,"CVM","b0","Rotated",30
"exp","t",0.1,"sige1_sigb2","CVM.b0",0.223,"CVM","b0","Rotated",30
"norm","exp",0.05,"sige1_sigb2","CVM.b0",0.162,"CVM","b0","Rotated",30
"norm","exp",0.1,"sige1_sigb2","CVM.b0",0.24,"CVM","b0","Rotated",30
"norm","norm",0.05,"sige1_sigb2","CVM.b0",0.039,"CVM","b0","Rotated",30
"norm","norm",0.1,"sige1_sigb2","CVM.b0",0.096,"CVM","b0","Rotated",30
"norm","t",0.05,"sige1_sigb2","CVM.b0",0.165,"CVM","b0","Rotated",30
"norm","t",0.1,"sige1_sigb2","CVM.b0",0.233,"CVM","b0","Rotated",30
"t","exp",0.05,"sige1_sigb2","CVM.b0",0.18,"CVM","b0","Rotated",30
"t","exp",0.1,"sige1_sigb2","CVM.b0",0.249,"CVM","b0","Rotated",30
"t","norm",0.05,"sige1_sigb2","CVM.b0",0.053,"CVM","b0","Rotated",30
"t","norm",0.1,"sige1_sigb2","CVM.b0",0.107,"CVM","b0","Rotated",30
"t","t",0.05,"sige1_sigb2","CVM.b0",0.165,"CVM","b0","Rotated",30
"t","t",0.1,"sige1_sigb2","CVM.b0",0.249,"CVM","b0","Rotated",30
"exp","exp",0.05,"sige2_sigb1","CVM.b0",0.108,"CVM","b0","Rotated",35
"exp","exp",0.1,"sige2_sigb1","CVM.b0",0.172,"CVM","b0","Rotated",35
"exp","norm",0.05,"sige2_sigb1","CVM.b0",0.061,"CVM","b0","Rotated",35
"exp","norm",0.1,"sige2_sigb1","CVM.b0",0.107,"CVM","b0","Rotated",35
"exp","t",0.05,"sige2_sigb1","CVM.b0",0.119,"CVM","b0","Rotated",35
"exp","t",0.1,"sige2_sigb1","CVM.b0",0.164,"CVM","b0","Rotated",35
"norm","exp",0.05,"sige2_sigb1","CVM.b0",0.096,"CVM","b0","Rotated",35
"norm","exp",0.1,"sige2_sigb1","CVM.b0",0.156,"CVM","b0","Rotated",35
"norm","norm",0.05,"sige2_sigb1","CVM.b0",0.049,"CVM","b0","Rotated",35
"norm","norm",0.1,"sige2_sigb1","CVM.b0",0.108,"CVM","b0","Rotated",35
"norm","t",0.05,"sige2_sigb1","CVM.b0",0.107,"CVM","b0","Rotated",35
"norm","t",0.1,"sige2_sigb1","CVM.b0",0.189,"CVM","b0","Rotated",35
"t","exp",0.05,"sige2_sigb1","CVM.b0",0.105,"CVM","b0","Rotated",35
"t","exp",0.1,"sige2_sigb1","CVM.b0",0.179,"CVM","b0","Rotated",35
"t","norm",0.05,"sige2_sigb1","CVM.b0",0.043,"CVM","b0","Rotated",35
"t","norm",0.1,"sige2_sigb1","CVM.b0",0.095,"CVM","b0","Rotated",35
"t","t",0.05,"sige2_sigb1","CVM.b0",0.142,"CVM","b0","Rotated",35
"t","t",0.1,"sige2_sigb1","CVM.b0",0.202,"CVM","b0","Rotated",35
"exp","exp",0.05,"sige1_sigb1","CVM.b0",0.123,"CVM","b0","Rotated",35
"exp","exp",0.1,"sige1_sigb1","CVM.b0",0.193,"CVM","b0","Rotated",35
"exp","norm",0.05,"sige1_sigb1","CVM.b0",0.039,"CVM","b0","Rotated",35
"exp","norm",0.1,"sige1_sigb1","CVM.b0",0.086,"CVM","b0","Rotated",35
"exp","t",0.05,"sige1_sigb1","CVM.b0",0.173,"CVM","b0","Rotated",35
"exp","t",0.1,"sige1_sigb1","CVM.b0",0.248,"CVM","b0","Rotated",35
"norm","exp",0.05,"sige1_sigb1","CVM.b0",0.132,"CVM","b0","Rotated",35
"norm","exp",0.1,"sige1_sigb1","CVM.b0",0.201,"CVM","b0","Rotated",35
"norm","norm",0.05,"sige1_sigb1","CVM.b0",0.05,"CVM","b0","Rotated",35
"norm","norm",0.1,"sige1_sigb1","CVM.b0",0.1,"CVM","b0","Rotated",35
"norm","t",0.05,"sige1_sigb1","CVM.b0",0.149,"CVM","b0","Rotated",35
"norm","t",0.1,"sige1_sigb1","CVM.b0",0.209,"CVM","b0","Rotated",35
"t","exp",0.05,"sige1_sigb1","CVM.b0",0.145,"CVM","b0","Rotated",35
"t","exp",0.1,"sige1_sigb1","CVM.b0",0.212,"CVM","b0","Rotated",35
"t","norm",0.05,"sige1_sigb1","CVM.b0",0.053,"CVM","b0","Rotated",35
"t","norm",0.1,"sige1_sigb1","CVM.b0",0.095,"CVM","b0","Rotated",35
"t","t",0.05,"sige1_sigb1","CVM.b0",0.166,"CVM","b0","Rotated",35
"t","t",0.1,"sige1_sigb1","CVM.b0",0.234,"CVM","b0","Rotated",35
"exp","exp",0.05,"sige1_sigb2","CVM.b0",0.164,"CVM","b0","Rotated",35
"exp","exp",0.1,"sige1_sigb2","CVM.b0",0.25,"CVM","b0","Rotated",35
"exp","norm",0.05,"sige1_sigb2","CVM.b0",0.041,"CVM","b0","Rotated",35
"exp","norm",0.1,"sige1_sigb2","CVM.b0",0.106,"CVM","b0","Rotated",35
"exp","t",0.05,"sige1_sigb2","CVM.b0",0.189,"CVM","b0","Rotated",35
"exp","t",0.1,"sige1_sigb2","CVM.b0",0.261,"CVM","b0","Rotated",35
"norm","exp",0.05,"sige1_sigb2","CVM.b0",0.163,"CVM","b0","Rotated",35
"norm","exp",0.1,"sige1_sigb2","CVM.b0",0.241,"CVM","b0","Rotated",35
"norm","norm",0.05,"sige1_sigb2","CVM.b0",0.048,"CVM","b0","Rotated",35
"norm","norm",0.1,"sige1_sigb2","CVM.b0",0.107,"CVM","b0","Rotated",35
"norm","t",0.05,"sige1_sigb2","CVM.b0",0.159,"CVM","b0","Rotated",35
"norm","t",0.1,"sige1_sigb2","CVM.b0",0.236,"CVM","b0","Rotated",35
"t","exp",0.05,"sige1_sigb2","CVM.b0",0.195,"CVM","b0","Rotated",35
"t","exp",0.1,"sige1_sigb2","CVM.b0",0.263,"CVM","b0","Rotated",35
"t","norm",0.05,"sige1_sigb2","CVM.b0",0.059,"CVM","b0","Rotated",35
"t","norm",0.1,"sige1_sigb2","CVM.b0",0.107,"CVM","b0","Rotated",35
"t","t",0.05,"sige1_sigb2","CVM.b0",0.192,"CVM","b0","Rotated",35
"t","t",0.1,"sige1_sigb2","CVM.b0",0.27,"CVM","b0","Rotated",35
"exp","exp",0.05,"sige2_sigb1","CVM.b0",0.107,"CVM","b0","Rotated",40
"exp","exp",0.1,"sige2_sigb1","CVM.b0",0.169,"CVM","b0","Rotated",40
"exp","norm",0.05,"sige2_sigb1","CVM.b0",0.062,"CVM","b0","Rotated",40
"exp","norm",0.1,"sige2_sigb1","CVM.b0",0.112,"CVM","b0","Rotated",40
"exp","t",0.05,"sige2_sigb1","CVM.b0",0.119,"CVM","b0","Rotated",40
"exp","t",0.1,"sige2_sigb1","CVM.b0",0.174,"CVM","b0","Rotated",40
"norm","exp",0.05,"sige2_sigb1","CVM.b0",0.084,"CVM","b0","Rotated",40
"norm","exp",0.1,"sige2_sigb1","CVM.b0",0.165,"CVM","b0","Rotated",40
"norm","norm",0.05,"sige2_sigb1","CVM.b0",0.046,"CVM","b0","Rotated",40
"norm","norm",0.1,"sige2_sigb1","CVM.b0",0.102,"CVM","b0","Rotated",40
"norm","t",0.05,"sige2_sigb1","CVM.b0",0.115,"CVM","b0","Rotated",40
"norm","t",0.1,"sige2_sigb1","CVM.b0",0.187,"CVM","b0","Rotated",40
"t","exp",0.05,"sige2_sigb1","CVM.b0",0.094,"CVM","b0","Rotated",40
"t","exp",0.1,"sige2_sigb1","CVM.b0",0.16,"CVM","b0","Rotated",40
"t","norm",0.05,"sige2_sigb1","CVM.b0",0.053,"CVM","b0","Rotated",40
"t","norm",0.1,"sige2_sigb1","CVM.b0",0.107,"CVM","b0","Rotated",40
"t","t",0.05,"sige2_sigb1","CVM.b0",0.152,"CVM","b0","Rotated",40
"t","t",0.1,"sige2_sigb1","CVM.b0",0.215,"CVM","b0","Rotated",40
"exp","exp",0.05,"sige1_sigb1","CVM.b0",0.136,"CVM","b0","Rotated",40
"exp","exp",0.1,"sige1_sigb1","CVM.b0",0.199,"CVM","b0","Rotated",40
"exp","norm",0.05,"sige1_sigb1","CVM.b0",0.048,"CVM","b0","Rotated",40
"exp","norm",0.1,"sige1_sigb1","CVM.b0",0.094,"CVM","b0","Rotated",40
"exp","t",0.05,"sige1_sigb1","CVM.b0",0.187,"CVM","b0","Rotated",40
"exp","t",0.1,"sige1_sigb1","CVM.b0",0.25,"CVM","b0","Rotated",40
"norm","exp",0.05,"sige1_sigb1","CVM.b0",0.152,"CVM","b0","Rotated",40
"norm","exp",0.1,"sige1_sigb1","CVM.b0",0.225,"CVM","b0","Rotated",40
"norm","norm",0.05,"sige1_sigb1","CVM.b0",0.046,"CVM","b0","Rotated",40
"norm","norm",0.1,"sige1_sigb1","CVM.b0",0.106,"CVM","b0","Rotated",40
"norm","t",0.05,"sige1_sigb1","CVM.b0",0.164,"CVM","b0","Rotated",40
"norm","t",0.1,"sige1_sigb1","CVM.b0",0.216,"CVM","b0","Rotated",40
"t","exp",0.05,"sige1_sigb1","CVM.b0",0.165,"CVM","b0","Rotated",40
"t","exp",0.1,"sige1_sigb1","CVM.b0",0.241,"CVM","b0","Rotated",40
"t","norm",0.05,"sige1_sigb1","CVM.b0",0.054,"CVM","b0","Rotated",40
"t","norm",0.1,"sige1_sigb1","CVM.b0",0.099,"CVM","b0","Rotated",40
"t","t",0.05,"sige1_sigb1","CVM.b0",0.175,"CVM","b0","Rotated",40
"t","t",0.1,"sige1_sigb1","CVM.b0",0.243,"CVM","b0","Rotated",40
"exp","exp",0.05,"sige1_sigb2","CVM.b0",0.192,"CVM","b0","Rotated",40
"exp","exp",0.1,"sige1_sigb2","CVM.b0",0.27,"CVM","b0","Rotated",40
"exp","norm",0.05,"sige1_sigb2","CVM.b0",0.054,"CVM","b0","Rotated",40
"exp","norm",0.1,"sige1_sigb2","CVM.b0",0.11,"CVM","b0","Rotated",40
"exp","t",0.05,"sige1_sigb2","CVM.b0",0.204,"CVM","b0","Rotated",40
"exp","t",0.1,"sige1_sigb2","CVM.b0",0.273,"CVM","b0","Rotated",40
"norm","exp",0.05,"sige1_sigb2","CVM.b0",0.191,"CVM","b0","Rotated",40
"norm","exp",0.1,"sige1_sigb2","CVM.b0",0.269,"CVM","b0","Rotated",40
"norm","norm",0.05,"sige1_sigb2","CVM.b0",0.054,"CVM","b0","Rotated",40
"norm","norm",0.1,"sige1_sigb2","CVM.b0",0.095,"CVM","b0","Rotated",40
"norm","t",0.05,"sige1_sigb2","CVM.b0",0.184,"CVM","b0","Rotated",40
"norm","t",0.1,"sige1_sigb2","CVM.b0",0.264,"CVM","b0","Rotated",40
"t","exp",0.05,"sige1_sigb2","CVM.b0",0.192,"CVM","b0","Rotated",40
"t","exp",0.1,"sige1_sigb2","CVM.b0",0.275,"CVM","b0","Rotated",40
"t","norm",0.05,"sige1_sigb2","CVM.b0",0.054,"CVM","b0","Rotated",40
"t","norm",0.1,"sige1_sigb2","CVM.b0",0.113,"CVM","b0","Rotated",40
"t","t",0.05,"sige1_sigb2","CVM.b0",0.204,"CVM","b0","Rotated",40
"t","t",0.1,"sige1_sigb2","CVM.b0",0.272,"CVM","b0","Rotated",40
"exp","exp",0.05,"sige2_sigb1","CVM.b0",0.111,"CVM","b0","Rotated",45
"exp","exp",0.1,"sige2_sigb1","CVM.b0",0.176,"CVM","b0","Rotated",45
"exp","norm",0.05,"sige2_sigb1","CVM.b0",0.058,"CVM","b0","Rotated",45
"exp","norm",0.1,"sige2_sigb1","CVM.b0",0.099,"CVM","b0","Rotated",45
"exp","t",0.05,"sige2_sigb1","CVM.b0",0.128,"CVM","b0","Rotated",45
"exp","t",0.1,"sige2_sigb1","CVM.b0",0.189,"CVM","b0","Rotated",45
"norm","exp",0.05,"sige2_sigb1","CVM.b0",0.095,"CVM","b0","Rotated",45
"norm","exp",0.1,"sige2_sigb1","CVM.b0",0.163,"CVM","b0","Rotated",45
"norm","norm",0.05,"sige2_sigb1","CVM.b0",0.043,"CVM","b0","Rotated",45
"norm","norm",0.1,"sige2_sigb1","CVM.b0",0.098,"CVM","b0","Rotated",45
"norm","t",0.05,"sige2_sigb1","CVM.b0",0.121,"CVM","b0","Rotated",45
"norm","t",0.1,"sige2_sigb1","CVM.b0",0.185,"CVM","b0","Rotated",45
"t","exp",0.05,"sige2_sigb1","CVM.b0",0.102,"CVM","b0","Rotated",45
"t","exp",0.1,"sige2_sigb1","CVM.b0",0.172,"CVM","b0","Rotated",45
"t","norm",0.05,"sige2_sigb1","CVM.b0",0.061,"CVM","b0","Rotated",45
"t","norm",0.1,"sige2_sigb1","CVM.b0",0.121,"CVM","b0","Rotated",45
"t","t",0.05,"sige2_sigb1","CVM.b0",0.153,"CVM","b0","Rotated",45
"t","t",0.1,"sige2_sigb1","CVM.b0",0.218,"CVM","b0","Rotated",45
"exp","exp",0.05,"sige1_sigb1","CVM.b0",0.129,"CVM","b0","Rotated",45
"exp","exp",0.1,"sige1_sigb1","CVM.b0",0.198,"CVM","b0","Rotated",45
"exp","norm",0.05,"sige1_sigb1","CVM.b0",0.041,"CVM","b0","Rotated",45
"exp","norm",0.1,"sige1_sigb1","CVM.b0",0.084,"CVM","b0","Rotated",45
"exp","t",0.05,"sige1_sigb1","CVM.b0",0.193,"CVM","b0","Rotated",45
"exp","t",0.1,"sige1_sigb1","CVM.b0",0.256,"CVM","b0","Rotated",45
"norm","exp",0.05,"sige1_sigb1","CVM.b0",0.147,"CVM","b0","Rotated",45
"norm","exp",0.1,"sige1_sigb1","CVM.b0",0.237,"CVM","b0","Rotated",45
"norm","norm",0.05,"sige1_sigb1","CVM.b0",0.043,"CVM","b0","Rotated",45
"norm","norm",0.1,"sige1_sigb1","CVM.b0",0.091,"CVM","b0","Rotated",45
"norm","t",0.05,"sige1_sigb1","CVM.b0",0.17,"CVM","b0","Rotated",45
"norm","t",0.1,"sige1_sigb1","CVM.b0",0.242,"CVM","b0","Rotated",45
"t","exp",0.05,"sige1_sigb1","CVM.b0",0.174,"CVM","b0","Rotated",45
"t","exp",0.1,"sige1_sigb1","CVM.b0",0.241,"CVM","b0","Rotated",45
"t","norm",0.05,"sige1_sigb1","CVM.b0",0.056,"CVM","b0","Rotated",45
"t","norm",0.1,"sige1_sigb1","CVM.b0",0.105,"CVM","b0","Rotated",45
"t","t",0.05,"sige1_sigb1","CVM.b0",0.195,"CVM","b0","Rotated",45
"t","t",0.1,"sige1_sigb1","CVM.b0",0.261,"CVM","b0","Rotated",45
"exp","exp",0.05,"sige1_sigb2","CVM.b0",0.211,"CVM","b0","Rotated",45
"exp","exp",0.1,"sige1_sigb2","CVM.b0",0.27,"CVM","b0","Rotated",45
"exp","norm",0.05,"sige1_sigb2","CVM.b0",0.054,"CVM","b0","Rotated",45
"exp","norm",0.1,"sige1_sigb2","CVM.b0",0.096,"CVM","b0","Rotated",45
"exp","t",0.05,"sige1_sigb2","CVM.b0",0.228,"CVM","b0","Rotated",45
"exp","t",0.1,"sige1_sigb2","CVM.b0",0.299,"CVM","b0","Rotated",45
"norm","exp",0.05,"sige1_sigb2","CVM.b0",0.197,"CVM","b0","Rotated",45
"norm","exp",0.1,"sige1_sigb2","CVM.b0",0.297,"CVM","b0","Rotated",45
"norm","norm",0.05,"sige1_sigb2","CVM.b0",0.053,"CVM","b0","Rotated",45
"norm","norm",0.1,"sige1_sigb2","CVM.b0",0.109,"CVM","b0","Rotated",45
"norm","t",0.05,"sige1_sigb2","CVM.b0",0.195,"CVM","b0","Rotated",45
"norm","t",0.1,"sige1_sigb2","CVM.b0",0.28,"CVM","b0","Rotated",45
"t","exp",0.05,"sige1_sigb2","CVM.b0",0.219,"CVM","b0","Rotated",45
"t","exp",0.1,"sige1_sigb2","CVM.b0",0.298,"CVM","b0","Rotated",45
"t","norm",0.05,"sige1_sigb2","CVM.b0",0.058,"CVM","b0","Rotated",45
"t","norm",0.1,"sige1_sigb2","CVM.b0",0.119,"CVM","b0","Rotated",45
"t","t",0.05,"sige1_sigb2","CVM.b0",0.228,"CVM","b0","Rotated",45
"t","t",0.1,"sige1_sigb2","CVM.b0",0.31,"CVM","b0","Rotated",45
"exp","exp",0.05,"sige2_sigb1","CVM.b0",0.11,"CVM","b0","Rotated",50
"exp","exp",0.1,"sige2_sigb1","CVM.b0",0.167,"CVM","b0","Rotated",50
"exp","norm",0.05,"sige2_sigb1","CVM.b0",0.058,"CVM","b0","Rotated",50
"exp","norm",0.1,"sige2_sigb1","CVM.b0",0.105,"CVM","b0","Rotated",50
"exp","t",0.05,"sige2_sigb1","CVM.b0",0.127,"CVM","b0","Rotated",50
"exp","t",0.1,"sige2_sigb1","CVM.b0",0.193,"CVM","b0","Rotated",50
"norm","exp",0.05,"sige2_sigb1","CVM.b0",0.082,"CVM","b0","Rotated",50
"norm","exp",0.1,"sige2_sigb1","CVM.b0",0.148,"CVM","b0","Rotated",50
"norm","norm",0.05,"sige2_sigb1","CVM.b0",0.047,"CVM","b0","Rotated",50
"norm","norm",0.1,"sige2_sigb1","CVM.b0",0.104,"CVM","b0","Rotated",50
"norm","t",0.05,"sige2_sigb1","CVM.b0",0.122,"CVM","b0","Rotated",50
"norm","t",0.1,"sige2_sigb1","CVM.b0",0.184,"CVM","b0","Rotated",50
"t","exp",0.05,"sige2_sigb1","CVM.b0",0.108,"CVM","b0","Rotated",50
"t","exp",0.1,"sige2_sigb1","CVM.b0",0.175,"CVM","b0","Rotated",50
"t","norm",0.05,"sige2_sigb1","CVM.b0",0.066,"CVM","b0","Rotated",50
"t","norm",0.1,"sige2_sigb1","CVM.b0",0.131,"CVM","b0","Rotated",50
"t","t",0.05,"sige2_sigb1","CVM.b0",0.156,"CVM","b0","Rotated",50
"t","t",0.1,"sige2_sigb1","CVM.b0",0.225,"CVM","b0","Rotated",50
"exp","exp",0.05,"sige1_sigb1","CVM.b0",0.147,"CVM","b0","Rotated",50
"exp","exp",0.1,"sige1_sigb1","CVM.b0",0.218,"CVM","b0","Rotated",50
"exp","norm",0.05,"sige1_sigb1","CVM.b0",0.037,"CVM","b0","Rotated",50
"exp","norm",0.1,"sige1_sigb1","CVM.b0",0.083,"CVM","b0","Rotated",50
